accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,model,cv_f1_mean,cv_roc_auc_mean,cv_average_precision_mean,type
0.9933458099396965,0.9762264360168551,0.9379084967320261,0.9566666666666667,0.9471947194719472,0.9988970207732683,0.9858120257930829,xgboost,0.9017030380661595,0.995822345348088,0.9804456023564725,machine_learning
0.9898107714701602,0.9338911066755378,0.9630996309963099,0.87,0.9141856392294221,0.9988327049604496,0.9838222116649519,random_forest,0.929775871975387,0.9960634036105926,0.9816550951080304,machine_learning
0.9881472239550843,0.9765657573741406,0.8626865671641791,0.9633333333333334,0.9102362204724409,0.9955644267021512,0.9586863932709225,logistic_regression,0.8432877411404375,0.9854377544269921,0.9416621041099914,machine_learning
0.9864836764400083,0.9772344200487912,0.8405797101449275,0.9666666666666667,0.8992248062015504,0.9974983366600133,0.9656449622119252,tensorflow_mlp,,,,deep_learning
0.9858598461218548,0.891333998669328,0.9873949579831933,0.7833333333333333,0.8736059479553904,0.9981244917572263,0.9780349736465642,gradient_boosting,0.8955491280857795,0.9927899755384088,0.9683495065001815,machine_learning
